1386435159,-29.30832,27.4916
1386435639,-29.31112,27.478399999999997
1386436119,-29.32292,27.472499999999997
1386436479,-29.33042,27.460899999999995
1386437019,-29.341920000000002,27.450099999999996
1386437439,-29.34862,27.444899999999997
1386437799,-29.35072,27.439099999999996
1386438399,-29.36412,27.429599999999997
1386438699,-29.36832,27.420499999999997
1386438999,-29.37262,27.415799999999997
1386439359,-29.38662,27.412799999999997
1386439959,-29.395220000000002,27.399599999999996
1386440439,-29.40762,27.386399999999995
1386440739,-29.42172,27.371499999999994
1386441099,-29.431720000000002,27.369699999999995
1386441579,-29.446420000000003,27.355799999999995
1386442119,-29.457220000000003,27.342599999999994
1386442719,-29.459520000000005,27.330799999999993
