1386443466,-29.30832,27.4916
1386443766,-29.316519999999997,27.484499999999997
1386444366,-29.324619999999996,27.477899999999998
1386444846,-29.334219999999995,27.476999999999997
1386445146,-29.345319999999994,27.471399999999996
1386445566,-29.357019999999995,27.458699999999997
1386446106,-29.360319999999994,27.452399999999997
1386446706,-29.367519999999995,27.439899999999998
1386447246,-29.382119999999997,27.438799999999997
1386447606,-29.385119999999997,27.436799999999998
1386448146,-29.391419999999997,27.427
1386448626,-29.399419999999996,27.4191
1386448986,-29.414319999999996,27.412
1386449526,-29.423319999999997,27.4084
1386450066,-29.429619999999996,27.4082
1386450546,-29.437719999999995,27.3948
