1386434601,-29.30832,27.4916
1386435201,-29.293419999999998,27.487299999999998
1386435801,-29.282619999999998,27.474299999999996
1386436281,-29.27592,27.467999999999996
1386436581,-29.271919999999998,27.462299999999995
1386436881,-29.270419999999998,27.447499999999994
1386437241,-29.25952,27.443999999999996
1386437841,-29.256619999999998,27.442499999999995
1386438201,-29.25632,27.433499999999995
1386438801,-29.24842,27.425999999999995
1386439221,-29.24672,27.411199999999994
1386439821,-29.24232,27.405399999999993
1386440181,-29.23212,27.402599999999993
1386440481,-29.221919999999997,27.400699999999993
1386441021,-29.20902,27.388899999999992
1386441441,-29.204919999999998,27.37729999999999
