1386442925,-29.30832,27.4916
1386443345,-29.29912,27.489099999999997
1386443885,-29.296719999999997,27.478899999999996
1386444365,-29.28852,27.475599999999996
1386444965,-29.27582,27.461499999999997
1386445385,-29.26212,27.448399999999996
1386445685,-29.25542,27.445299999999996
1386446045,-29.25052,27.441199999999995
1386446525,-29.24442,27.430599999999995
1386446825,-29.22942,27.420099999999994
1386447305,-29.22392,27.417599999999993
1386447905,-29.21122,27.414399999999993
1386448205,-29.204520000000002,27.406899999999993
1386448505,-29.20192,27.40599999999999
1386449045,-29.18872,27.399499999999993
1386449405,-29.17442,27.39109999999999
1386449765,-29.17292,27.384599999999992
1386450125,-29.160020000000003,27.379999999999992
1386450665,-29.153820000000003,27.36849999999999
1386451205,-29.146020000000004,27.36569999999999
