1386418620,-29.30832,27.4916
1386418920,-29.295019999999997,27.485599999999998
1386419220,-29.294019999999996,27.480199999999996
1386419520,-29.288319999999995,27.468599999999995
1386419820,-29.273319999999995,27.462699999999995
1386420120,-29.260519999999996,27.455999999999996
1386420420,-29.250419999999995,27.449699999999996
1386420720,-29.240419999999993,27.447299999999995
1386421020,-29.227719999999994,27.444599999999994
1386421320,-29.215019999999996,27.443999999999996
1386421620,-29.206219999999995,27.438199999999995
