1386443618,-29.30832,27.4916
1386444098,-29.32332,27.492299999999997
1386444398,-29.32582,27.507299999999997
1386444758,-29.33482,27.516699999999997
1386445298,-29.34582,27.524199999999997
1386445718,-29.36042,27.5326
1386446018,-29.36992,27.5336
1386446558,-29.37152,27.5418
1386446978,-29.37752,27.551299999999998
1386447578,-29.38022,27.5568
1386448058,-29.38702,27.5688
1386448658,-29.38812,27.5782
1386448958,-29.39782,27.5915
1386449498,-29.39922,27.5973
1386450038,-29.41162,27.607400000000002
1386450638,-29.42642,27.6197
